GeneSymbol	example_TCGA-BH-A18U-11A-23R-A12D-07
NUP160	1315.5660
LRSAM1	383.4906
IQCC	113.2075
SLC12A2	4091.5094
GABPB2	88.2075
PPFIA2	11.7925
MYO5C	2067.1745
GPR89B	11.3208
HCN3	64.1509
TMEM150C	391.5094
AANAT	0.0000
PKMYT1	81.5094
CD3EAP	581.9387
CRMP1	143.1226
TNP2	0.0000
LOC651250	1800.0000
EXOC7	3241.6745
MCTP1	154.7170
CES4	13.2075
SSH3	1098.1132
SPATA20	1027.3585
SLC6A20	39.6226
PSMC1	389.6226
TMEM106B	1552.3585
CCDC82	649.0566
OR2B2	0.0000
HOXB8	35.3774
OR51B4	0.0000
MYOG	0.9434
DUSP16	2873.5849
SNORD47	0.0000
LSM1	383.0189
THAP4	758.4906
GTF3C5	1019.3396
DENND2D	584.4340
OAZ2	1801.8868
SERPINA5	670.2830
AGAP1	546.2264
NLRP13	5.1887
CTBS	467.4481
SLC41A2	261.3208
ELMO2	1066.5094
MEG8	0.0000
RDH8	0.0000
ATF7	2313.0377
PXMP2	181.5000
GBP7	1.8962
RMST	0.9434
CHL1	1467.9245
GPR88	8.9623
NAV1	868.8679
OR1A1	0.0000
ATP8B2	1120.7547
CDK17	730.1887
GOLGA6B	4.7170
C7orf61	7.5472
SUMF2	2591.5094
LRRC33	159.4340
C7orf55	163.6792
SYNPO2L	56.6038
HELLS	119.8113
ZNF567	195.7547
MUDENG	768.3962
SUPT5H	2971.6981
TBCK	450.7170
KCNIP2	544.3396
DEFB105A	0.0000
C22orf34	1.8868
FAAH2	211.3208
HHLA2	0.4717
PHKG2	382.5472
GIMAP6	830.1887
GIGYF2	2264.6226
C1orf124	283.9623
COX15	978.3726
FPR2	5.6604
ZC3H7B	3363.6792
C7orf70	338.2075
SYTL3	188.2075
HTATSF1	2012.7358
TMEM145	0.9434
ZNF33B	1289.6226
LOC441177	1.0094
SKIV2L	910.8491
RGPD6	882.7170
SYDE1	315.0943
WIBG	313.6792
ITGB2	981.1321
RPL3	48149.5283
PRH2	3.3019
C4orf17	0.0000
OR1D4	0.0000
OR8K5	0.0000
LCE5A	0.0000
SNX31	3.7736
TBC1D3C	18.3962
ZKSCAN1	2039.6226
ARF5	1875.8585
LGALS3	5207.0755
C2orf61	0.9434
RALA	1172.1698
ENTPD8	9.4340
SLC23A3	12.0519
PPP2R5C	2464.1509
RANBP1	683.9623
C15orf40	233.4906
ACTB	82513.2075
FLJ46111	2.8302
CCDC11	24.5283
KRTAP10-9	0.0000
TMEM20	88.6792
ZNF407	437.2642
KLHL35	33.0189
OR52I1	0.0000
DNPEP	1215.0943
EIF4EBP1	360.3774
PMP22	3802.3585
ABCF2	1030.6604
COL7A1	978.7736
C20orf194	897.6415
PRAMEF16	0.0000
EP400NL	100.9434
OR6V1	0.0000
ADAMTSL5	24.5283
TAB3	937.7358
PDXDC2	313.6792
CLDN10	31.0613
LRFN5	66.0377
PPM1L	103.7736
SCAMP5	325.0000
TTTY2	0.0000
USH1C	2.8302
ANGPTL3	0.0000
ZRANB1	1507.0755
EIF5B	2915.0943
ASB2	77.8302
TLR7	193.3962
MAFB	834.4340
NACA	15835.3774
UBAP2	974.5283
DNAJC11	897.7264
C5orf47	0.0000
CDCP1	842.9245
CAPN13	139.1509
EEF1G	19241.9811
DZIP3	471.2264
SNORD61	0.0000
CHPT1	2233.9623
STK17B	958.4906
PLD4	113.2075
CALCOCO1	3304.7170
ACTN4	14597.1840
C13orf31	252.8302
BPESC1	0.0000
AIMP2	220.0613
PRKAR2B	1081.6038
AMOT	1508.0189
RAB23	332.0755
BTBD19	19.8113
NPRL2	283.9623
MGC57346	269.7217
PLP2	2307.5472
LRP2	2300.0000
EIF4E3	1045.7547
VPRBP	911.1604
HSPE1	721.2264
CCT8L2	0.0000
C5orf51	823.5849
UAP1	1912.7358
PARK2	113.6792
NFE2L3	265.0943
GNAL	197.1698
LRRC57	388.6792
C1orf152	27.3585
GALNTL6	6.1321
COPS4	829.2453
FOXP1	2041.5094
VPS45	835.8491
DLK1	17.9245
FKTN	495.7547
NDUFS8	515.5660
MAP4K1	64.1509
ACOT6	0.9434
EBF1	583.0189
ASTL	6.6038
SEPT12	0.9434
CALML5	64.1509
ARFGEF2	2900.4717
PITPNM3	193.3962
SPP2	0.0000
USE1	193.3962
HSPA1A	10960.5613
RNASEN	1234.4340
CLIP2	469.3396
LIMS3	23.3160
SNORD11B	0.0000
STK39	591.9811
PABPC3	191.0377
CRYAA	0.4717
NUBP1	391.5094
LOC653653	61.7925
TSKU	1103.7736
C9orf47	11.8066
SNORD115-10	0.0000
PNPO	992.4528
GPR97	225.0000
CCL1	0.0000
KDM4D	28.3019
C10orf2	291.9811
IFNA10	0.0000
HSPH1	1644.3396
NHLRC3	714.6226
BOLA3	123.1132
SUPT6H	3100.0000
ERBB2IP	2409.4340
RAD23A	2001.4151
EAF2	52.8302
COQ7	506.1321
MESDC1	380.1887
NDUFS1	1200.4717
RNF10	3110.3774
COX4I2	27.8302
NCOA6	1699.0566
ZNF292	1546.2264
CORO1C	2631.1321
SLC33A1	804.2453
CGB8	0.0000
SPATA16	0.0000
LENEP	0.0000
MGEA5	4234.4340
SLC46A2	29.2453
CNIH	942.9245
TARS2	391.5094
SLC22A24	0.0000
USP12	448.5849
AMICA1	179.2453
DDIT3	385.1792
KIAA1430	1412.7358
PTAFR	130.6604
LOC442421	20.2830
C6orf221	0.0000
HLA-A	9910.3491
HSPA1L	55.6745
C7orf33	0.0000
PLEKHA5	863.2075
TTC16	4.7170
SAFB	1414.1509
FABP5	96.2264
MC4R	0.4717
TAS2R40	0.0000
MTERF	152.3585
FMNL1	450.0000
HIST1H4K	0.0000
UPP1	95.7547
KIAA1432	872.0425
VDAC3	1320.7547
ZNF74	260.8491
POLR1C	427.8302
HOXB9	23.1132
NEK10	637.2642
FAR1	1352.3585
NEIL1	149.5283
LOC100129637	241.7453
FAM55B	2.3585
ILF2	3988.6792
STRAP	2082.5472
SORCS2	170.7547
NAP1L5	253.7736
FBXO31	774.5283
FKRP	258.4906
APOBEC1	0.0000
LRG1	435.3774
TMBIM4	1466.5094
LOC728989	6.1321
TMEM200A	223.1132
IQCD	25.4717
MPP4	1.8868
C3orf65	0.4717
HIF1AN	1689.6226
LOC100303728	24.0566
UPF3B	195.2830
SKP1	5743.3962
ATP2A2	6495.7547
PARP16	310.3774
ABCA11P	139.9340
UBFD1	1121.6981
DUSP27	12.2642
TNPO2	1860.3774
NOV	576.8868
LOC401588	108.0189
FLJ12825	15.5660
ZNHIT6	545.7547
PLS3	4306.1321
PPBP	1.8868
KRTAP19-6	0.0000
LOC151534	66.1840
TTC30A	396.2264
OR7E91P	2.8302
NT5DC2	626.6038
TTC1	821.2264
AUTS2	2661.7925
USHBP1	109.4340
POU2F3	194.8113
BID	313.7358
PFKFB3	4257.5472
PKD1	2225.0000
TMEM217	30.0377
SPATA5L1	153.3019
AKR7L	18.3962
CCDC154	6.1321
NMB	226.8868
PRPS1	575.0000
APOD	10056.6038
CELA3A	0.0000
ZNF429	213.2075
TMEM132E	3.3019
LRP8	58.9623
CHMP2B	1186.7925
GDE1	1630.1887
UBE2O	717.9245
PIAS2	282.5472
CALU	3263.6792
CROCC	276.4151
ARG2	223.6840
SCN2B	165.5660
C2orf29	851.8868
GINS3	141.9811
ABCD1	273.5849
EPHX2	856.6038
HTR2B	29.2453
GM2A	2344.8113
ST14	2544.8113
TOB2	1952.3585
NMNAT1	253.7736
PTPN2	534.9057
FBXL7	456.6038
TRPM7	1287.7358
CSN1S2A	0.0000
TNFSF8	33.9623
BAT2L1	7449.5991
SIDT1	363.6792
FAM163A	0.4717
SYCN	0.0000
ZIC1	39.1509
NECAB2	13.6792
PLIN4	13989.6226
PCDHGA6	50.9009
PIP4K2C	1376.4151
IPO8	1588.6792
INSRR	8.0189
TCEA1	1235.3774
AGAP11	147.1745
ARNTL2	33.0189
AAMP	1928.7736
SNORA69	0.0000
WSB2	1251.8868
METTL5	448.0094
SMAD3	1419.8113
C3orf14	304.2453
ADD3	3107.5472
KCNF1	23.1132
HMGN3	1178.2925
ESYT2	4861.3208
OR9A4	0.0000
SLC12A1	200.9434
SUMO1P3	96.2264
RHBDL2	44.3396
CELF4	7.5472
SMG5	2038.6792
KLHL22	407.5472
RBM20	19.3396
ZNF204P	476.4151
MAGEB18	0.0000
AP1M1	671.6981
GLTPD2	0.0000
CHD6	2691.0377
RXFP1	0.9434
PLA2G4F	60.8491
SLC16A9	196.2264
CIC	2196.6981
ZBTB46	252.3585
PYGL	1274.0566
CCDC79	0.4717
SLC6A16	38.6792
STX2	226.4151
MTUS1	3321.2264
NHSL2	133.9623
PPPDE1	1256.6038
CSTF2	256.6038
C12orf11	426.8868
RUNDC3A	6.1321
CCT7	3300.9434
PRRG1	349.0566
MYH10	2428.3019
TMEM63C	200.9434
MAFK	1100.0613
ZNF720	350.4717
COPZ2	263.2075
SNRNP35	303.8679
ZNF280A	0.4717
DNLZ	57.5472
PWWP2A	329.2453
CMTM1	97.1698
ZNF772	235.3774
GPC4	438.6792
DGCR8	931.6038
LOC145837	41.9811
SERTAD1	739.6226
OR2D2	0.0000
REN	0.4717
MICB	90.5660
H1F0	6289.6226
GOLGA6D	0.0000
NOD1	500.0000
XAGE2	0.9434
ZNF512B	922.0000
LOC645431	12.6274
KIAA1524	110.8491
SLC16A13	60.3774
LOC100132354	0.0000
IL9	0.0000
SCNM1	276.4151
RNF19B	796.2264
SNORD2	0.0000
LHFPL5	5.1887
SNORD114-2	0.0000
RAVER2	810.8491
DYDC1	0.4717
KRT23	4515.0943
TMEM146	0.4717
AHRR	32.0755
KLF14	6.1321
MPZL3	149.5283
SLC35E4	64.7123
CELSR2	3165.0943
HABP2	27.3443
NEURL3	64.6226
C8orf86	1.8868
SMU1	1870.2830
TFG	1759.9057
RFC2	396.2264
C1orf21	3527.8302
ADAMTS20	0.0000
CXCR7	1569.3396
CAPZB	3620.7547
PINX1	108.4906
AP4M1	305.3019
FAM189A1	6.1321
GABRA3	0.0000
RIPK1	1160.3774
FAM111A	862.7358
MRPS14	330.6604
SCARNA11	0.0000
C11orf42	2.3585
RBBP9	712.7358
LRCH4	667.4528
ZNF311	100.0000
RAB2A	972.1698
R3HCC1	656.1321
SNORA62	0.0000
SPIN2B	85.2028
SNORD18C	0.0000
DSTN	10855.6604
NF2	924.0566
TSPAN15	1146.2264
FHL5	85.3774
LOC100302650	84.4340
IL4R	1770.2830
PMS2L4	38.2075
ZNF665	63.6792
FBXW11	1235.3774
PGAM4	40.0943
DAOA	0.0000
C15orf23	127.8302
FCGR1B	79.7170
PARP11	319.8113
KLK6	446.2264
TTLL4	795.7547
CHI3L2	767.9245
NEK8	101.8868
C17orf65	136.7925
MEMO1	202.2170
C10orf75	71.6981
SNORD73A	0.0000
GAS2	34.4340
GUCY2F	0.0000
GPX4	2588.6792
SHROOM1	197.6415
IL31RA	0.4717
ERVFRDE1	13.6792
SCML1	263.6792
SCUBE1	71.6981
TMEM184C	666.9811
GSTA2	7.5472
CD46	6228.7736
CARD9	70.7547
PTPMT1	579.5849
FCF1	765.0943
ZNF557	186.3208
ATP6V0D1	1467.4528
WNK3	42.4528
PMS1	384.9057
KRTAP27-1	0.0000
ZNF628	92.4528
SNTN	0.0000
IRF9	910.3774
C22orf32	798.1132
TRIM49L	0.0000
SVOPL	18.3962
RAB3B	3.3019
SERPINB9	412.7358
ZNF286B	38.6792
PPIL2	938.1415
ZNF514	432.5472
CHCHD10	259.9057
DSG2	6674.5142
DNAJB1	3630.1887
DGAT2	3541.9811
NEUROD4	0.0000
UBE2U	0.0000
GRPR	233.9623
NCCRP1	197.6415
DISP1	269.3396
SLC36A4	204.7170
DHX36	1197.1698
KIAA0100	5184.9434
CNRIP1	320.7547
SLC2A14	33.4906
ACTN1	11981.1321
CITED1	870.7547
TSKS	1.4151
FAM47A	0.0000
TTTY17B	0.0000
PLCD3	1027.8302
HFE2	0.4717
ARL6IP6	276.4151
SNORA84	0.0000
EIF4G3	1586.7925
DRG1	999.0566
KRT79	6.1321
GTF2IRD2B	283.9623
SON	9005.1887
FUT6	35.8491
HTR3C	2.8302
TNFSF18	2.8302
ZNF767	271.6981
MAGEF1	812.7358
FOXO3B	1156.6038
CA6	11.3208
PRAMEF4	0.0000
OPA3	633.4906
SLC43A1	203.3019
C9orf152	346.2264
C2CD4B	108.9623
LCE2C	0.0000
STBD1	853.0896
ACOXL	0.9434
CTBP1	1637.8349
ITGAM	204.2453
OR5I1	0.0000
AGT	73.5849
ZRANB3	81.1321
CCDC142	125.6415
SLC6A10P	9.9057
CALCR	93.8679
FAM155B	20.7547
STOX1	202.3585
KIAA0922	594.8113
ARL2	785.8491
CRYGB	0.0000
EIF3A	6790.0943
CLCN3	1888.2075
CCDC12	395.2830
SMYD3	203.3019
CILP	2094.8113
USP9X	4283.4906
ZAR1	0.0000
C7	1212.7358
C6orf35	371.6981
AMOTL2	4599.5283
SNORA39	5.2830
PSMD4	1692.9245
C16orf78	0.0000
AVIL	53.3019
POU4F2	0.0000
FAM158A	80.1887
OR51B2	0.9434
FAM83F	216.5094
DHRS4L2	258.5519
EBF3	210.8491
DCAF6	1996.2264
GALR3	0.0000
EXOSC9	480.4434
FZD7	2705.6604
FAM123C	0.0000
DEFB128	0.0000
FTLP10	0.0000
MSR1	436.3208
IL3RA	94.3396
MN1	245.7547
CHRM3	37.7358
XG	153.7736
XPO1	3478.7736
PHF3	2963.6792
ALS2CL	508.4906
ACOX3	440.0943
ZBTB9	327.3585
MSRA	188.2075
LARP4	1069.8113
RANGRF	332.2453
IL27	8.0189
TDRD1	9.9057
GATA5	0.9434
FBN2	10.8491
METTL11B	0.0000
UBQLNL	12.2642
DUSP6	3258.0189
FSCN3	1.9717
PPM1A	1791.5094
AGR3	846.2264
TTC39B	131.6038
C10orf81	2425.9434
RLIM	1833.0189
RNF111	741.0377
RPLP0	20046.6981
FAM57B	1.8868
NUAK1	652.8302
PAR4	0.0000
BRCA2	79.7170
OIP5	19.4292
SMCHD1	1766.0377
KCNC2	82.0755
AGFG1	1717.4528
ASPSCR1	256.6038
UBE2R2	1573.5849
C14orf184	4.7170
RAB14	3103.7736
OR4D9	0.0000
PAX1	15.0943
UBC	32112.2642
PPARD	923.1132
?	0.0000
PRKY	0.4717
MAPKAPK2	3398.1132
TTC9C	225.9434
RAB20	369.8113
ZNF534	6.1321
TPTE	2.7028
SOX3	0.9434
KL	185.3774
ASAP3	1172.6415
SLC22A14	0.0000
TNFRSF18	20.7547
YPEL5	2219.8113
ESYT1	5155.1887
KMO	16.5000
PPM1E	31.6368
NTNG1	3.7736
CLPTM1L	1616.0377
B3GALNT1	475.9434
RASAL3	135.3774
MSH2	845.2830
GSDMB	84.4340
CLEC4G	8.9623
ATP2B3	0.0000
FZD2	45.7547
TGFBI	1778.3019
PNPLA1	0.9434
C11orf40	0.0000
KIFC3	493.3962
PCP4	5.1887
FBXL2	223.1132
MCEE	183.4906
CHST3	1362.2642
ATPBD4	123.5849
SPSB1	795.7547
RAD54L	60.8491
ERCC6	352.9481
SPC25	20.2830
FNDC7	0.0000
TMEM99	325.9434
CST9L	0.4717
ATP4A	1.4151
SNORD56B	0.0000
SMARCA2	5375.0000
C6orf153	510.8491
NPAS4	29.2453
SEMA7A	99.0566
UGDH	1531.1321
FAM58B	1.8868
DBR1	348.1132
ZGPAT	356.0472
HFM1	8.0189
ENPP4	668.8679
C19orf55	113.6792
SLC22A8	0.4717
USP16	1337.7358
CXorf38	200.4717
AMD1	3132.0755
RAB3A	35.8491
SMPDL3B	210.8491
EME1	25.4340
ART5	24.5283
BOD1L	2062.2642
PCGEM1	0.0000
MRPL48	281.1321
BAAT	0.4717
CCDC129	70.2830
C8A	0.0000
C1orf210	355.6604
PIK3C2G	679.2453
C1S	11408.9623
TTLL9	9.9057
ZNF322A	858.4906
JDP2	748.5849
GPR56	3499.5283
PIK3R3	1767.4528
ZNF69	68.3962
GABRQ	0.0000
FOXD2	11.3208
CLEC4GP1	8.4906
S1PR1	1170.7547
ALS2CR4	1496.2264
FOXN2	422.1698
ARID4B	1363.8113
DGCR6L	503.7736
SI	0.0000
ALDH16A1	333.0189
ARHGEF5	1172.6415
SPRY4	466.0377
MFSD4	248.1132
METTL12	37.7830
LOC90834	34.9057
CGREF1	167.3915
SFRS16	525.9434
VPS35	2903.3019
SMYD5	606.6038
KIAA1045	61.3208
FASTKD3	128.3019
PER2	3558.4906
TSR2	808.0189
C10orf18	2079.2453
QSER1	1272.6415
RBM27	1106.6038
LOC400696	0.0000
SPATA1	1.4198
P2RX1	30.6604
LRFN1	46.6981
RASL10A	43.3962
FAM24B	12.4009
MRPS26	444.8113
SNORD19B	0.0000
MBOAT4	0.4717
FAM107A	1288.6792
ARGLU1	3071.2264
KIAA1632	1178.3019
FAM90A1	10.8491
ABCB7	438.6792
G3BP2	3529.7170
MYH1	15.0943
BFSP1	63.2075
TMEM194B	131.6038
TRIM71	0.0000
ZNF408	205.1887
TRRAP	2207.0708
NUAK2	31.1321
FAM178A	800.0000
A4GNT	5.6604
B9D1	163.8160
TPRKB	290.5660
PNMAL1	723.1132
TMEFF2	0.0000
INTS4L2	22.1698
NPY2R	496.6981
NOL12	275.9434
TCP10L	16.5094
TMED6	15.0943
RSPO1	96.2264
C19orf2	1483.9623
RPS4Y2	0.0000
TRAPPC6A	326.4151
CDY2B	0.0000
MRPL34	271.2264
DLEC1	21.2264
NFE2	11.3208
HMX2	0.4717
VTI1A	409.8491
NPNT	1018.3962
PHF2	1735.3774
GALNS	266.9811
C20orf203	10.3774
WTIP	241.5094
LOC344967	2.8302
SNORD6	0.0000
NASP	1680.6604
NHLH1	3.3019
SLC37A4	437.2642
FA2H	47.6415
GK5	1093.3962
SCRN3	343.8679
IGF2R	3741.0377
AFP	36.3208
FAU	5421.2264
ELFN1	18.3962
MYL5	133.1698
SNORD113-6	0.0000
CD1B	1.8868
FAM127B	621.2264
VSIG10	489.6226
RNASE7	79.7170
SLC25A10	491.9811
OR10H5	0.0000
SCD	8586.3208
TMEM126A	201.8868
SNORA29	0.0000
TTLL11	71.2264
ADAT3	10.3774
POLR3A	673.5849
SCUBE3	59.4340
TIPRL	1058.4906
CLEC4A	33.4906
TRPM1	0.0000
QPCTL	178.3019
LOC100101938	0.0000
TBX6	38.6792
ABCA4	89.6226
S100PBP	508.4906
ZNF235	92.9245
ECHDC1	1347.1698
WFDC11	0.0000
USMG5	393.3962
LOC284788	0.0000
HOXB6	46.6981
PKP2	773.1132
SCEL	1.8868
EGLN1	1258.9623
CCDC42	0.4717
SLC43A3	2028.0708
RNASE2	5.6604
LOC285629	1.4151
GFPT1	2761.7925
OR10V1	0.0000
GSX2	0.0000
GGCT	760.8491
PSME2	1063.6792
AJAP1	28.3019
NOG	4.2453
ANKRD13B	77.3585
TM4SF4	0.9434
LNX2	510.8491
MYH11	19502.8443
GRAMD1A	899.5283
LRRC7	0.4717
RGL4	12.0094
BCL9	781.6038
NCRNA00120	48.5849
SF3B3	3718.3962
NLRP1	408.4906
NEGR1	259.4340
GSTM2P1	0.0000
HTR1D	0.0000
CCDC127	309.4340
ANKMY2	699.0566
UBE2E2	397.6415
ASRGL1	189.6226
NDP	37.2642
FGFR4	79.7170
DGCR11	33.9623
SERINC2	1591.9811
PCDHGC5	12.6509
SSH1	1226.4151
LOC285830	73.5236
ATP6AP1L	40.5660
MFAP1	853.7736
CNTNAP5	0.4717
TNNT3	31.1321
SLC4A9	0.9434
C7orf4	0.0000
PSD3	769.8113
OSTBETA	0.0000
ENO3	30.6604
MFRP	300.9434
PNMA1	864.6226
CDC42EP2	458.0189
WASF3	610.3774
DOCK11	575.0000
C17orf42	123.5849
KIAA0748	16.0377
PRR15	76.8868
PDIA6	4233.1604
GUCY1B3	370.2830
PHKA1	441.0377
FLJ10213	21.2264
HELQ	331.6038
CTGF	15551.4151
NDST1	7070.2830
PMAIP1	119.8113
HES7	0.4717
PPP2R1A	4675.9434
LOC402377	7.0755
TRAPPC6B	755.1887
MS4A4A	294.3396
MAP1D	60.8491
SPAST	517.4528
LOC441869	245.7547
IL17D	15.6462
BUD31	686.6085
UCMA	0.0000
FDXR	117.9245
TBX3	1616.0377
MAP1S	570.7547
BAT5	835.3774
FIGNL1	295.7547
C2orf18	1129.2453
TBC1D9B	3249.5283
SLC4A1AP	619.3396
C7orf25	239.3821
NCAPD3	613.6792
C19orf12	614.1509
CYP51A1	1416.5094
PRR13	1371.5425
TCP10L2	0.0000
FEM1A	1016.5094
ID2	1332.5472
ABAT	860.8491
TUBA3E	2.8302
PAFAH1B1	4348.5849
LOC650623	138.2075
CEP152	79.7170
OR10Q1	0.0000
LOC440356	0.4717
NPY1R	1807.5472
PLCH1	250.0000
TAF1D	634.5330
LRP5L	100.4717
LOC391322	2.8302
FBXW10	3.7736
DNAJA4	858.0189
RHEB	988.6792
C9	0.0000
TMPRSS11A	0.0000
DYSFIP1	0.9434
FBXL8	38.3113
C17orf61	335.0519
LINGO4	37.2642
MCM5	1012.7358
UCN3	0.0000
SMC6	519.8113
RPS10P7	69.8113
CYFIP1	3772.1698
UBASH3A	15.5660
OR5B17	0.0000
PRAMEF14	0.0000
MAGI2	288.6792
SERINC4	5.8396
SNX27	982.2830
TLX1	13.6792
NPPA	3.3019
TRIM64	0.0000
SYT17	61.7925
DDX3X	12909.9057
LSAMP	69.3396
C1orf14	0.0000
SURF4	4208.4906
C21orf56	111.7925
TGFB1	476.8868
DCLRE1B	236.7925
PARD3B	170.2830
DNAJC10	2517.9245
FAM118A	353.3019
SOX18	131.6038
PRPF4	714.6226
PDRG1	323.1132
FABP5L3	0.0000
RAB12	995.7547
METTL8	332.5472
TBC1D5	2038.2075
RALGDS	3079.1604
ARL10	58.4906
LYZL4	0.4717
OR9G9	0.0000
C18orf19	240.0943
C14orf43	1541.9811
EXOSC2	449.5283
FBXO39	2.8302
C17orf106	271.2736
LRRFIP1	3176.4151
LOC342346	6.6038
TLR6	48.1132
NFATC2	259.4340
CASP14	0.9434
PKNOX1	526.4151
IFT20	262.6745
MCCC2	2531.6038
PANK3	733.0189
RAD21L1	0.0000
KCNQ3	9.4340
FAM20C	1075.9434
TMEM91	110.9104
SURF1	593.3962
SCN11A	24.0566
GDNF	0.0000
CAPN14	7.5472
SLC16A11	55.1887
MFAP5	1377.8302
IL12B	2.8302
IYD	5.1887
CAMLG	884.4340
OR2AG2	0.0000
ZNF643	32.5472
XIRP2	0.4717
TTLL5	650.4717
OR5P2	0.0000
TMED9	2224.5283
C5orf35	108.4906
SNORD115-33	0.0000
CTAGE9	490.0943
TSG101	1163.6792
SNORD115-8	0.0000
DDX6	4280.1887
SLC6A9	468.5377
IFITM4P	0.0000
MAX	1148.1132
MGAT4B	1094.3396
UBA2	2130.1887
ALDH1L1	305.1887
ID2B	3.3019
SPTAN1	8774.0566
PDGFRB	2959.4340
SYNGR4	0.0000
C15orf41	107.0755
ZNF839	363.2075
ZBTB20	52.3585
MGC16142	11.3208
EEF1A1P9	7739.6226
ZNF780A	319.8113
UMPS	656.1321
APH1A	3866.0377
STX7	1539.6226
TNFRSF9	0.9434
SFRS6	5175.4717
ALG10B	327.3585
SNORD114-15	0.0000
FAM13AOS	64.0566
SLC22A10	0.4717
UBAP2L	3156.1321
CDK16	1592.4528
PRDM9	0.0000
N4BP1	1397.1698
SMAD1	796.2264
KBTBD10	22.8726
RCHY1	607.5472
MYST1	681.1321
HLA-H	792.4528
SOS2	1608.4906
LRP1	12906.1321
FLJ45079	0.0000
BTD	547.6415
SERPINE1	530.1887
ZBTB12	110.3774
FAM90A7	0.0000
RGS9BP	4.7170
RPP40	84.4340
C3orf30	0.9434
HMGB3	540.0943
RAC3	133.9623
SORCS1	111.7925
TPSD1	13.2075
EFNA5	1108.4906
PCDHA10	132.1415
TRIM27	1400.4717
SRI	1457.5472
TNFAIP2	1695.2830
MED28	571.6981
MYO9B	1985.3774
CD70	4.2453
DNAJC25-GNG10	0.0000
TCF7L1	1311.7925
SLC25A6	6917.9245
ACAP3	374.6038
MTCH2	1121.6981
REM1	39.1509
CPO	1.4151
SYCE2	8.4906
SLC5A5	0.4717
PLGLB2	45.1368
ALS2CR11	7.5472
PTK7	2654.2453
BAX	365.0943
RPS6KA3	1816.0377
ARHGAP10	371.6981
HTR3D	1.4151
CMKLR1	220.7547
GDI1	2194.3396
ARPC4	2426.8066
TMEM168	1073.5849
SNORA80	0.0000
THOP1	444.8113
BBC3	91.9811
U2AF2	2426.8868
KRTAP23-1	0.0000
TCEA2	315.5660
GMPR2	1216.5094
HOXD11	1.8868
TGIF1	870.7547
TECTA	22.6415
DMWD	407.0755
OR52N4	1.4151
ITGAL	306.1321
LOC653113	41.0377
DNAJC19	465.5660
VN1R2	0.0000
PAPOLG	403.7736
MYEOV2	373.5849
FRMD4A	1101.8915
LOC285375	0.0000
GCNT1	1026.4151
INPP5E	218.8679
OR3A1	0.0000
SLC22A5	417.4528
AKR1C4	0.0000
KIF18B	52.3585
NDUFB6	527.3585
PRKX	872.1698
TMEM106C	1196.2264
COX19	194.0236
TAGLN	31933.0094
DYRK4	276.4151
PPFIBP1	2338.2075
PRDM15	230.6604
TCEAL8	941.0377
LOC145783	38.6604
PI4K2B	661.3208
HACE1	423.1132
KRTAP25-1	0.0000
DPRXP4	4.2453
HMSD	0.0000
APBA1	401.4151
DAP	3046.2264
DMC1	20.2830
USP10	1608.0189
C15orf56	6.1321
HTR7	12.7358
OTX1	24.5283
C8orf30A	249.0566
MICAL3	2255.6604
C1orf112	148.0330
UBE4B	1500.9434
NUP153	1909.9057
HCRT	0.0000
AP1M2	1097.1698
TMEM59	5843.8679
DCK	375.4717
GET4	576.4151
TMEM90B	10.8491
HEATR2	481.1321
RD3	0.4717
GDF10	211.3208
NT5E	956.1321
PAPD4	1124.5283
BOP1	151.4151
GOLPH3	2725.4717
CASC3	3053.3019
TRIM25	1335.5755
UBXN1	1352.8302
ADARB2	4.2453
WDR19	738.2075
GPBP1	2375.0000
PDCD4	6148.0425
HOXC6	214.1509
METTL4	240.5660
NOTCH1	1399.0566
SCRN1	2333.0189
LTBP1	1658.9623
MIB2	299.5283
AFAP1L2	1168.8679
LOC392196	0.0000
RPS7	5684.9057
RAB13	1360.8491
AIMP1	1072.8679
PTPN18	1453.3019
C5orf25	203.7736
CSRNP3	52.8302
HIST2H3C	0.9434
APPBP2	1445.7547
NAT14	128.7736
APOL3	1020.2830
C20orf191	0.0000
C4BPB	25.0000
CEACAM7	0.4717
RPP21	218.8679
C21orf49	12.2642
IL21	0.0000
UBE2F	346.2264
GLI2	79.7170
DDAH2	1815.0943
ATP6V0B	1091.0377
SEZ6	0.4717
CYP4F2	0.0000
CYP17A1	0.0000
SOX2OT	4.2453
ACN9	100.0000
IFI27	783.0189
PSMA8	0.4717
TUBA1C	1859.9057
UBAP1	1737.7358
PPP1R12C	1123.1132
?	376.4151
SPAG16	351.4151
KLRK1	64.5094
ECHDC3	536.3208
AMY1A	41.5094
C12orf69	20.7547
PMPCB	1448.7736
SLC5A11	2.3585
UBE2C	116.0377
DOK7	51.4151
PKDREJ	14.6226
ABCC2	13.2075
MOAP1	993.3962
CPS1	149.5283
ZNF706	1034.9057
UBXN11	464.6226
CCAR1	1333.0189
HLA-DPA1	6221.3019
MEN1	635.8491
ATP5G2	3925.0000
CAGE1	0.0000
ACTR5	187.2642
KIAA1949	1198.5849
OR6C74	0.0000
SVIP	321.6981
C10orf131	0.0000
CCT5	3066.9811
CCL20	3.7736
PDGFD	1759.4340
RNF208	41.0377
PRDX6	3587.2642
KLHL15	500.4717
SPTBN2	967.4528
GCC2	1579.7170
UTF1	0.0000
