GeneSymbol	example_TCGA-LL-A5YM-01A-11R-A28M-07
PITPNM1	393.8352
HNRNPD	1223.2837
HAAO	100.8789
STK10	963.4441
FAM168A	11.7183
IFITM3	16481.9768
RAB33B	97.8219
MARCH9	1101.0062
PRSS50	0.0000
TJP2	528.8498
HPCAL1	1271.1756
CD300LD	0.0000
FKBP9L	23.9460
MGAM	23.4365
CLEC14A	706.1521
ZNF619	23.9460
PPP2R5D	1700.2675
OSBPL7	437.6513
KIF4B	3.0569
CEP110	42.2876
ADAMTS18	12.7372
ZNF10	98.8409
LOC100130522	0.0000
SEC22B	829.4485
SNX6	688.3200
CXorf49B	0.0000
PRAME	4.0759
GALNT1	1270.1567
PTCD2	101.3884
FLJ25328	0.0000
DDX19B	972.9308
C8orf73	135.5241
CNGB3	0.0000
ANP32B	2692.1411
LOC100271722	31.5883
HSPB11	434.0848
TGM6	0.0000
NCRNA00201	522.0329
GUCY2GP	0.0000
NIP7	487.5812
ATXN10	3822.1883
NLRP10	0.0000
CHUK	174.2453
FEV	1.5285
MYO1C	4679.6586
C17orf69	170.1694
FGF18	8.6613
FBXO46	748.9492
MYO7B	7.1328
LOC100131726	0.0000
RHCE	25.9840
LYPD1	69.1479
PRKCA	90.6891
HINFP	230.7986
C15orf60	0.0000
PIWIL4	4.5854
STAM	414.2147
CTNNA3	0.5095
NR1I2	0.0000
RBP5	81.5183
IKBIP	188.0015
YIF1A	3376.3852
CACYBP	2247.3570
TRMT11	49.4205
SNAP25	8.1518
NSUN3	82.5373
OR2T2	0.0000
KCNMA1	320.9782
ERRFI1	120.7489
ZNF44	236.4030
GLTP	819.2587
AQP6	8.1518
ZNF573	12.7372
FAM75A6	8.6613
PI4KA	2873.5193
POU2AF1	39.2307
NAPRT1	2834.7981
VAMP2	1396.0005
TAS2R19	0.0000
SCN10A	0.0000
ZNF528	25.4745
APLP2	10626.9265
ZDHHC7	1536.6195
DSG3	7.1328
XKR3	0.0000
FBP1	4306.7125
GAB3	34.6453
MTF2	154.8847
COL8A1	98.8409
RIPK3	247.1023
SH3BGRL3	5212.5844
BHLHB9	61.1387
FANCC	201.2482
SNORD113-5	0.0000
MSMB	0.5095
AOC3	858.9989
SYNPO	1241.1158
LOC613037	1.9564
PAK1	618.5199
VAPA	2597.8856
CXCL2	6.6234
PLCXD3	20.8891
SOCS3	839.6383
IFNG	0.0000
KIAA1429	2103.1716
NCR1	0.0000
RASSF2	189.0205
TUSC3	111.5781
S100A8	39.7402
CNBD1	0.0000
MC2R	0.0000
NAPEPLD	277.4933
PIK3R5	99.8599
C6orf114	35.1548
MSX1	307.7315
RPS2	22880.1427
MFN1	360.7184
MIA2	0.0000
KLHL24	265.9534
SNORD20	0.0000
SLC25A28	616.9915
LAMC2	1016.4310
CIB1	6838.8740
SNORA41	0.0000
IL2RB	40.7591
KREMEN1	438.6702
ANLN	229.7796
MEGF8	1641.5743
GAL3ST3	0.0000
PSG1	0.0000
IL13RA1	1297.6691
PSMB9	919.6281
MAN2A2	1122.9143
IL8	8.6613
CTRB1	0.0000
ZNF37B	60.6292
HIST1H2BN	67.2526
SMEK2	730.0981
C17orf107	142.0354
ITGA2B	3.5664
CLDN9	15.2847
C9orf170	0.0000
KCNU1	0.0000
PCDHA3	268.4346
MAGEA11	0.0000
LPHN1	1902.4328
ZNF765	78.4613
MED9	453.9549
C1orf228	6.1139
C6orf146	0.0000
ACOX2	360.7184
TNFAIP8L2	108.5212
MAPRE1	2850.5923
PFDN6	1698.6371
KDM6B	334.7344
RAB26	137.5621
BRD7P3	0.5095
OBSL1	3813.5269
TOMM20	7867.5328
REXO1L1	0.0000
GPR15	0.0000
WNK2	276.0362
AGPAT9	98.3314
SPARCL1	1469.3670
MIOS	461.0878
C10orf11	16.8131
VPS13C	246.5928
ADAMTS3	16.3037
ZNF227	184.4351
VIPAR	465.6732
PRUNE	916.5711
MTCH1	6733.4098
TSEN54	2212.7118
C13orf28	0.0000
C6orf203	306.2030
MS4A15	6.6234
WFDC10B	1.5285
KLHDC8B	1023.0544
PLCE1	14.2657
NOC3L	159.4701
SNORD114-31	0.0000
WAC	1905.9992
HPN	3713.1576
TSNAX	1109.1581
STRA8	0.0000
SNORA5B	0.0000
ITGB1BP2	1.0190
RGL3	222.6468
KRT82	0.0000
CXorf30	0.0000
APBB1IP	233.3461
ODF3L2	3.5664
LOC339240	0.0000
GPR21	0.0000
SSH2	270.0293
CEP120	191.0585
DCLK1	120.2395
TREML2P1	0.0000
LSS	1683.8619
MYBPHL	1.0190
POLR3E	1022.5449
IMPA2	1138.1990
ST6GALNAC3	20.8891
KIAA2026	130.4292
MAK	1.0190
NAA11	0.0000
PRG2	8.1518
LIPG	17.8321
MIS12	162.0176
MAMDC2	6.1139
RARB	15.2847
TIMP3	11655.5853
TTTY4C	0.0000
UBQLN2	600.1783
BRDT	14.2657
CNOT8	1255.8910
CMTM2	1.5285
TIGIT	3.0569
HMGN4	1148.8982
FAM169A	138.0716
IRS1	535.4732
PPP6C	985.8617
TTC28	515.6031
ZNF93	28.0219
RAD51AP1	57.5723
NTF3	3.5664
SNORD44	0.0000
ZNF581	1139.2179
TM7SF3	1140.7464
RPL18A	5326.2005
C15orf59	32.0978
PRPF3	1080.1172
KBTBD6	287.3519
PRR20C	0.0000
KIAA0467	325.3853
COPS5	905.8719
PRKACA	2173.4811
OR5AP2	0.0000
RDM1	98.3314
SLC7A9	5.6044
MGLL	3789.0715
MOXD1	37.7022
CABLES1	1085.7216
ANAPC2	1032.2252
C18orf10	1040.3770
SOS1	339.8293
ELMOD1	0.0000
KRTAP4-7	0.0000
UBA1	7349.8917
PLGLA	0.0000
IL28B	0.0000
C6orf155	19.8701
ZNF620	85.0847
ZFP90	533.9447
CTPS2	655.2032
ADCY2	2.5474
PIP	45.3445
KRT33A	0.0000
MOCS3	256.2731
KRT17	80.4993
SAMD3	10.6993
NRSN2	3061.5208
KPNA1	1034.7726
MOGAT3	0.0000
PIWIL1	0.0000
TRIM9	8.1518
NRIP1	648.0703
PSD4	1532.0341
ANXA1	1045.9814
ATP8B4	14.2657
RRAGD	491.1476
LYRM5	154.3752
RPN2	13275.7610
TM2D3	851.3565
PLA2G2F	0.0000
TMED10	8865.1127
ORC4L	724.4937
ZNF322B	64.7051
DPY19L3	33.1168
DDC	2.5474
PLXNA2	323.5257
TGIF2	572.6659
CDCA3	304.2211
STAG3	21.2916
LOC150527	0.0000
RNF19A	77.9519
NAGLU	6235.6388
HPSE	27.5124
ANXA9	1183.0340
MRPL21	1066.8705
CDC42BPB	1717.9977
LRRC32	929.3084
BCKDHB	65.7241
CAP2	33.1168
RBMY2FP	0.0000
ZNF251	122.2774
KRTAP2-4	0.0000
DPP4	48.9110
TXNDC5	4898.2041
COQ3	140.6190
ITPKB	1391.9246
TYROBP	1642.0838
ZNF705A	0.5095
CUTA	10019.1058
ZFATAS	0.0000
MTA1	751.4966
CORO2A	194.6249
C16orf79	100.3388
POLR2J3	909.5096
ST8SIA3	0.0000
FRAS1	4.0759
RNF34	493.0888
HIST1H2AG	1.0190
LOC149134	6.6234
OR4X1	0.0000
PODN	1080.6267
MT1M	55.5343
FAM65C	14.7752
MARCH3	111.5781
ZBTB39	58.5913
AP2A1	2798.7161
RTP2	0.0000
KIAA1267	612.4061
DNAJC1	13200.8661
SULT1A1	1936.5686
MLKL	478.9199
C11orf36	0.0000
TMEM64	360.2089
ZFP82	20.3796
RAB41	0.0000
ZCCHC4	62.1577
FJX1	332.1870
PGA3	2.5474
CSF2RA	70.8190
MEPE	0.0000
IFI6	8140.1095
TMEM116	464.1447
RGSL1	0.0000
PRSS30P	1.5285
LOC389634	4.0759
GXYLT2	19.8701
SIPA1L2	177.8117
KLHDC3	3662.2086
ZNF781	44.8351
BCYRN1	0.0000
NIPAL2	9.6803
TMEM106A	163.5460
SF3A3	1240.6063
C16orf13	2419.5644
IPP	52.4774
RAPGEF2	185.4541
C1orf94	0.0000
SNORD31	0.0000
ZNF211	106.4833
C22orf26	9.6803
GPR146	186.4731
IGSF1	0.5095
ABCG4	0.5095
C11orf24	1160.1070
GPR110	0.0000
EWSR1	4981.2763
STK3	658.2601
LCN15	0.0000
LOC285456	1.0190
GMIP	618.5199
NARS2	138.5811
AQP3	1991.5934
CCNL1	516.1126
EFCAB2	256.2731
UBASH3B	24.4555
ELTD1	422.8761
ZDHHC8P1	103.4263
ODF3L1	2.5474
OR1L8	0.0000
PTAR1	202.7767
MT1F	714.8134
DMRT2	7.1328
GJA4	457.5213
ZDHHC13	169.6599
COG1	1769.5937
KIAA0754	1.0190
RNF138P1	2.0380
KLF5	31.5883
DEFA5	0.0000
?	0.5095
LOC90246	0.5095
THPO	481.9768
ZFYVE26	632.7856
ARPC5L	1091.8354
PTGS1	159.9796
AMDHD1	22.9270
LZTS1	169.6599
NUP43	393.8352
EIF4E	418.2907
ENAH	2811.8711
CCL3	186.4731
CC2D2A	226.7227
DSC2	32.0978
FAM161B	21.3985
LOC92973	33.6263
KRTAP13-1	0.0000
LOC643008	10.6993
MAGI3	205.3242
CFB	13041.3960
NT5DC3	212.4570
CBFA2T3	1026.6208
WNK1	896.7011
LGALS7B	0.0000
AGPAT1	3059.6357
FXYD5	1412.3042
DDHD1	204.8147
PSG8	0.0000
LHFPL2	556.3622
ITGA3	2221.3731
GAS2L1	1559.5466
LOC100190938	296.5227
VWA1	4062.6672
SRD5A1	249.1402
EEF1B2	5861.6737
PRKRA	658.7696
CCL11	10.6993
RPL37A	36063.1767
FLJ35776	159.4701
CES7	0.0000
JAM2	98.8409
SLCO5A1	0.0000
WDR35	163.5460
CNTFR	83.5562
RCBTB1	177.3023
PLEKHA9	25.9840
TCERG1L	1.5285
PRKCQ	9.1708
CSAD	508.4703
WFDC3	28.5314
ABCB4	10.6993
PPYR1	0.0000
FGF22	1.5285
CYP1B1	194.1154
GIT2	637.3710
FAM100A	1487.1991
C1QBP	1691.1884
RFX4	0.0000
DMRT1	2.0380
MAP3K2	131.4482
BSND	0.0000
GP2	2.0380
LPO	0.5095
EYA3	7.1328
SLC35F1	4.5854
FBXO45	383.6454
ADCK1	507.9608
RPL13AP20	101.8978
TOX	4.5854
RBPJ	1197.2997
TUBB2B	7.9429
DHX29	791.2368
ELK1	239.9694
ANKRD31	0.0000
C5orf44	371.1731
PAGE5	0.0000
CAB39	944.0836
DVL2	890.0777
CCDC144NL	0.0000
GNAI1	77.4424
RPS27A	13875.9394
ARHGEF3	452.4264
VPS37C	583.3652
COL6A1	10911.7310
ZSCAN18	791.2368
TRIM21	234.8745
CAPS2	8.1518
PDZD2	52.9869
SAR1B	670.9973
CHRD	2447.5863
RPS6KA5	17.8321
AGL	145.2044
SNX25	30.5694
ZPBP2	0.0000
ZNF219	1081.1362
CDH15	38.7212
THEG	0.0000
NXF3	3.0569
SPACA5	0.0000
POM121L9P	2.5474
SAMD9L	72.8570
SPNS1	1980.8891
GLUD1	1728.1875
ASNA1	3983.6963
CCR3	2.5474
CCDC94	1219.7172
UBXN10	79.9898
TSPAN16	0.0000
CECR1	437.1418
ADPGK	706.6616
PA2G4P4	147.2424
RANBP10	475.8629
LRTM1	0.0000
RNF125	72.3475
FAM181A	0.0000
FGF10	0.0000
DYRK3	61.6482
AKT2	4391.2877
SCGB1D2	808.5594
CCDC103	721.9462
GJA9	8.6613
SERPINA1	1035.7916
TTLL1	469.2396
LSM3	1878.9963
C10orf114	12.7372
OR2Z1	0.0000
LOC115110	66.5138
KCNE1	1.5285
POU6F1	128.3913
SUMO1	2634.5688
BEX5	131.9577
SNAPC2	1999.7453
KLHDC7A	0.5095
KRTAP9-8	0.0000
CXCL3	0.0000
ZNF644	139.0906
HOXC10	106.4833
NCKAP5L	434.5943
NCOR1	399.9491
RABGAP1L	160.4891
SYN2	7.1328
RNASEH2A	2692.6506
DFNB31	191.5680
LOC727924	0.0000
FZD6	176.2833
ERCC6L	43.3066
FAM151B	13.7562
RINT1	239.3479
EEF1DP3	2.2570
GATA2	55.5343
UFM1	466.1827
IRF7	831.9959
OR52E2	0.0000
MIA3	1135.6515
IRGQ	870.7171
FKBP11	1211.5654
KCTD13	566.5520
ARHGAP20	7.1328
ELF2	213.4760
TMEM88	47.8920
TM4SF20	0.0000
CCDC88C	341.3578
FLJ35220	563.4951
RNF182	4.5854
OR4C6	0.0000
NIT1	902.9678
BET1L	1054.1332
PPP1R3B	766.2718
TOR3A	2952.9996
UBA6	389.7593
TXNL4B	556.3622
SNORD111	0.0000
KIAA1967	2031.8431
GCKR	0.5095
SERPINA13	0.0000
ATF7IP	213.4760
LOC100133161	30.5694
FBXW5	2171.4431
OR8K1	0.0000
LBH	499.2995
INTS8	630.9617
BCAR4	0.5095
VSIG1	330.1490
SASS6	29.0409
EPHA5	17.3226
IL10RB	678.6397
LCA5L	42.2876
LILRA3	1.0190
PSG4	0.0000
KRTAP10-8	0.0000
MAPK8IP2	2854.6682
ZSWIM4	204.3052
MYNN	219.0804
GSPT2	26.4934
DHX35	115.1446
OPRK1	0.0000
ACTR2	2140.3643
CABIN1	1617.1188
IGFBP7	5994.6504
PCBP1	7783.9766
GRIN1	2.5474
MGC29506	489.6192
RPGR	18.3416
CAMK1D	15.2847
ESR2	9.1708
RELN	0.5095
KHDC1L	3.5664
C1orf105	0.0000
ANKRD27	417.7812
SLC35C1	457.5213
SNORD114-28	0.0000
TPRX1	0.0000
AP2M1	10636.6068
LRP12	73.8759
SNORD114-10	0.0000
TEC	17.3226
ACVR1B	216.0234
C7orf30	743.8543
SNORD51	0.0000
LOC93622	527.8308
C21orf2	992.4850
C7orf49	640.4178
TBXA2R	109.5402
C1orf223	0.0000
TNFAIP8L1	82.0278
MT1DP	61.1387
SDHAP2	94.2555
HEPACAM	43.8161
CWC25	463.1257
RRN3	861.0368
ATP5E	13741.9437
CMC1	397.4016
RACGAP1	1207.4895
ITGA10	189.0205
VPS37B	783.5944
GAPDHS	2.9601
CCDC102B	42.2876
PAPD7	509.9987
CYCS	2857.2156
PPP2R4	5735.3203
COL22A1	40.7591
CKAP4	6576.9966
GPR109A	51.9679
FLJ40330	1.5285
TMEM98	302.6366
REEP3	721.4368
SCARB2	3264.2975
OR4F4	0.0000
BIRC3	50.9489
FAM129C	1.5285
SLC1A3	175.7738
WASH5P	176.7928
CD5	31.0788
HOTAIR	5.6044
LOC100133991	9.6803
NFATC4	4104.9548
LPPR5	11.7183
PSIP1	1138.7084
PLD5	0.0000
SCN3A	3.5664
MSLN	5.0949
EDNRA	207.3621
RANBP3	1948.7963
DNAJC16	246.5928
MYH8	0.5095
B4GALNT3	12.7372
WDR44	70.8190
TMEM190	0.0000
OR7G3	0.0000
WDR46	2735.4477
F13B	1.0190
ITGB5	5808.1773
ZNF323	100.3694
CACNA1A	5.6044
SFRP4	1978.8562
GNAT3	0.0000
ME1	48.9110
ICAM5	0.0000
NSMCE2	362.7563
RPL21	15.7942
C6orf225	451.4075
TIGD5	447.3316
TMEM219	8125.3344
MRPS10	978.7288
POM121L4P	0.0000
MESTIT1	0.5095
ACSM5	16.3037
C19orf30	0.0000
GIMAP4	299.0702
MAGEA4	5.0949
PSG5	0.0000
TTC24	0.0000
LOC220930	180.8687
ZNF167	12.2277
SLC25A21	3.3677
LOC732275	0.0000
TSPYL4	422.8761
STK11IP	726.5317
SMOX	287.8614
TUBBP5	1.0190
FUT9	0.0000
PAFAH1B3	5600.3719
POSTN	5875.9394
FKBP10	22893.3894
RAB11A	3481.8494
TCTN3	1200.3566
POGK	1534.0721
IAH1	1141.2559
PAPPA2	0.0000
FCN2	2.0380
POMGNT1	2646.0476
TSNAXIP1	32.6073
FAM9A	0.0000
LOC595101	7.6423
APOBEC3A	17.9289
LOC440896	1.5285
CDK5	1723.6021
FCGBP	1793.4021
IARS2	3461.9794
NKRF	117.6920
FOSL1	57.5723
SFTPA1	4.0759
GPR63	0.0000
RPS15AP10	0.0000
KLRC3	0.5095
GRK7	0.0000
CTSZ	7668.8320
TNFRSF10B	410.6483
NCRNA00087	7.1328
CCDC85C	530.4343
ARHGAP23	293.4658
DMBX1	1.0190
FGG	0.0000
KIAA0664	1620.6853
FAM53C	766.2718
BEST4	3.0569
SKP2	16.3037
USP11	750.9871
PRKCH	149.7898
CWF19L1	359.1899
SDS	588.4601
DUSP2	225.7037
C10orf10	2119.9847
BCL6B	391.7972
GRIA3	10.1898
ZC3H7A	345.9432
ABCC5	1236.5304
CLEC7A	33.6263
DIDO1	606.8017
LRRC41	1427.5888
ZMYND19	463.1257
KIAA1598	338.8103
DOCK8	226.7227
COX16	1859.6357
FAM13C	18.8511
ALOXE3	42.7971
ERCC8	79.9898
LCE6A	0.0000
TRPV2	208.8906
FAM200A	131.9577
SYF2	998.5989
LOC646214	45.8540
ZNF579	768.3098
FAM72D	24.9650
RNF44	605.7827
DHX16	1108.6486
F10	29.5504
LHPP	391.7972
IFFO2	162.5271
COL21A1	34.6453
CLEC4E	7.1328
NBPF15	25.4745
MCART6	1.5285
RC3H2	50.9489
NME7	273.0098
CRYL1	1410.2662
METTL3	460.3694
GUCA1B	53.4964
ACO2	6404.5548
DZIP1L	129.9198
SLC4A11	186.9825
MARCH1	5.6044
CCNE2	170.9744
COL9A2	15.2847
ZNF428	1772.1004
CNIH2	22.4175
KIF7	541.3374
TMEM151A	0.0000
DYRK1B	729.0791
TTC39A	2550.5031
GVIN1	11.2088
SLC6A7	0.5095
NCRNA00081	114.7064
LOC25845	765.5789
TMEM14A	1492.8035
CNPY3	4333.7155
ESM1	101.3884
CSF2	0.0000
C16orf45	606.8017
CBWD5	0.3414
SV2A	441.7272
COL27A1	7.6423
EIF3I	7021.7807
OR2L3	0.0000
ZBTB10	229.2702
ASTE1	154.3396
TATDN1	314.8643
CSN3	0.0000
TRA2B	2359.4447
IER5L	517.1316
UBE2J1	672.0163
STAT4	16.3037
ZFP41	285.2019
BEST1	21.3985
RNPC3	42.2876
HDAC10	784.9650
ABHD2	24968.5390
KIAA1522	3843.5868
FDXACB1	65.7241
GALNTL5	0.0000
PLK1S1	198.7008
NDUFS4	1396.5100
SPINK6	0.0000
SMOC1	471.7870
C1orf116	619.0294
ANAPC10	64.1956
PDXP	768.3098
SFT2D1	681.6966
OR6N2	0.0000
C6orf57	44.8351
SCARNA12	2.0380
KIAA1486	1.5285
B4GALT3	3111.9603
G3BP1	1783.7218
RHOD	902.3054
OR5A1	0.0000
RBBP4	1073.6976
FAM66E	0.5095
C5orf32	1501.9743
UGT3A1	0.0000
ZNF273	46.3635
METTL14	65.7241
LMF2	3676.4743
RNASE1	3627.5634
LOC100134713	19.8752
RBP7	427.4615
PIBF1	68.7810
ANKRD7	0.0000
ZNHIT1	4094.2555
MTM1	30.0599
PQLC3	323.0162
CCDC140	0.0000
CALR3	1.5285
PIK3CA	139.6001
HRH4	0.0000
INO80D	152.0469
ZFP92	0.0000
LAG3	46.8730
FBXO6	467.2016
TBC1D7	635.8426
C1orf151	2264.1702
ZNF529	172.7169
PYGO2	2667.6856
OR8B8	0.0000
PTPRE	102.9168
KCNV1	0.0000
OGDH	2689.0842
SPSB2	180.8687
ARHGAP8	1030.5439
PION	256.7826
ORAI3	1329.7669
KIAA1614	10.8878
MRGPRX4	0.0000
USP20	782.0660
C5orf23	52.4774
FAM69A	47.8920
FTL	92910.4573
RLF	85.5942
APOA2	0.0000
LRCH3	131.4482
SLC7A11	35.6642
KIR3DP1	0.0000
CA14	75.4044
C3orf15	51.9679
TAF10	1699.6561
C11orf70	2.5474
ST8SIA4	102.9168
KRTAP13-4	0.0000
LOC285696	0.0000
HAPLN2	3.5664
RNASE11	0.0000
P2RY10	0.5095
TNFSF12-TNFSF13	373.3537
PARVG	143.1665
MAGOH	401.4775
RGS8	0.0000
NCAPG	379.7325
C14orf34	2.5474
MPDU1	2048.1467
CDHR2	3.0569
CCL2	141.6380
BASP1	1708.8269
MIA	1.0190
SNORD17	4.5854
CSGALNACT2	113.1066
CACNA1I	5.0949
C14orf149	40.7591
CPSF2	1444.9115
SHB	525.7929
RPAP1	780.0280
TXNDC8	0.0000
TRIM22	129.4103
NUDT17	22.9270
C2orf54	3.5664
OR7D2	0.5095
CDK20	137.5621
WHSC2	814.6733
FGFR1OP	160.9986
TBPL2	0.0000
AMZ2	3322.3793
C7orf52	8.1518
COL9A1	0.0000
BSPH1	0.0000
GABPB1	243.4696
PIP4K2A	670.4878
LYG2	5.6044
NUPL1	436.6323
HNRNPA2B1	10049.1657
OR6Q1	0.0000
RINL	202.7767
CLDN25	1.5285
RFTN2	16.8131
B3GNT1	745.8922
SEC23IP	383.6454
SLC4A2	2531.0355
PANK4	272.0673
NTS	10.6993
RFWD3	441.2177
GRIA1	1.0190
ALS2CR12	0.0000
WASF2	1298.6881
KRT86	3.0569
TRIM78P	0.0000
LOC100272217	29.5504
DUSP8	198.7008
GPRIN1	501.8469
FAM69C	1.0190
NAA30	407.0819
TRIM42	0.0000
STARD8	79.9898
ANKRD55	0.0000
TDRD6	0.5095
IGFL3	3.0569
VTRNA1-3	0.0000
KIR3DX1	0.0000
MMADHC	1330.2764
ULK1	1493.3130
C18orf34	12.7372
NDN	1177.9391
ITGAD	23.9460
SST	0.0000
SLC35F5	324.5446
AS3MT	494.7140
FOXO4	165.0745
AKR1D1	0.0000
AQP12B	0.0000
SNORA65	0.0000
CD163	521.7170
LILRA4	38.7212
SIRT7	1226.8501
CXCR2P1	2.5474
ZNF335	637.3710
FAM95B1	35.6642
SNORA31	0.0000
TMOD1	167.8054
DSCR3	561.4571
RPL13AP6	17.3226
CD44	1807.6678
MARK1	14.7752
C4orf10	267.7926
ZNFX1	1217.6793
SLC30A5	511.5272
CSRNP1	729.5886
UBE2K	1312.4443
PUS7L	101.3884
CRYBA2	1.5285
CASP8AP2	33.1168
MYH14	4591.0075
CLCN6	86.6132
SPR	4267.4818
ADRB3	2.5474
SIX1	22.4175
B3GALT4	653.1652
GPR115	2.5474
MAD1L1	1290.0267
TOP3B	643.9944
UCKL1	880.3770
CXorf40B	234.3650
CMAS	500.8279
TNRC6C	463.5639
HIGD2B	0.5095
PLAU	1280.0051
OTOA	54.5153
SH2D7	0.0000
COX17	2465.9279
COL2A1	1.5285
NDUFS5	3485.9254
STX4	1510.1261
TGFB2	19.3606
VILL	277.1621
HOOK3	182.3971
GLUD2	60.1197
RPS20	30434.3396
C8orf71	0.0000
GRINL1A	508.9797
GATA1	1.0190
C9orf84	0.0000
DAZ1	0.0000
BCAS2	439.2460
CEP68	346.4527
SPATA13	21.3985
CENPW	226.2132
MRPS12	2665.6477
ARHGAP11B	1.0190
SYNE1	380.5885
TBC1D3B	432.5564
ENTHD1	6.1139
TIPARP	95.7840
TMEM54	5664.5013
VEGFB	1852.5029
SNORD78	0.0000
SIRPB1	15.7942
MRPS35	787.1609
EMD	3009.0434
ARHGAP36	0.0000
C7orf45	0.0000
NHS	31.5883
COL14A1	599.1593
C10orf108	0.5095
ZNF334	2.0380
PSMD8	7806.3941
KBTBD11	403.0060
CYP11B2	0.0000
AQP11	27.5124
CYGB	908.9288
SNORA19	0.0000
KRT6A	106.4833
EIF4H	3298.4333
NAPSA	12.2277
ZNF236	51.4584
SMR3B	0.0000
NUDT9P1	1.0190
TMTC3	379.0600
EDC3	831.9959
SMPDL3A	93.7460
SH2D4A	253.2162
NME3	3582.2188
DMD	19.8701
IL1F8	0.0000
ACADS	309.2600
EMID2	32.6073
PRKAA1	405.0439
MYOCD	0.0000
FOXJ2	422.8761
LAMA5	4075.4044
POM121L1P	0.5095
FRG2	0.0000
TSPAN19	0.0000
BEND7	240.4789
VPS37A	745.9992
CELF5	0.0000
PECAM1	1997.1978
FAM138B	0.0000
BRD2	2819.0039
SPRYD4	934.9127
PLCG1	682.7156
LGSN	0.0000
GOLGA6L6	0.0000
RBM46	0.0000
C2orf16	20.8891
LTB4R2	20.4101
DCAF4	471.7870
LINGO2	0.0000
CCL21	26.4934
FAM175B	210.4191
DHRS7B	842.1857
ZMYND11	1311.9348
CYTIP	49.4205
ATP1A3	295.5038
NR4A3	116.1635
AKAP11	221.6278
ASCC2	2722.2010
TTLL12	10535.2184
LTC4S	78.2474
NIPA1	451.4075
KIAA1109	244.0453
SNCG	451.4075
CCDC56	6221.8826
TRPT1	679.6586
RASL12	172.2074
C6orf81	35.6642
LUC7L	1044.4529
CLTA	6098.0767
LCAT	82.6035
PRKACB	7639.2816
GTF3C6	1428.0983
MYPOP	435.1038
PCSK4	261.3680
HSPA4	4024.4555
TDO2	12.7372
KCTD5	439.6892
SUB1	8082.5373
TXLNA	2549.9936
TBCD	5252.6710
C17orf54	0.0000
FGFR1OP2	126.8628
PATL2	2.0380
SLC25A4	1642.0838
FAM157B	0.0000
SOX1	0.0000
NLGN2	209.9096
NAP1L4	2084.3205
ADRA1B	32.6073
MRPL18	895.6821
C2orf86	22.9270
C21orf94	0.0000
PADI4	0.0000
PSAPL1	0.0000
STK32A	0.0000
YWHAZ	5993.6314
ARHGAP15	46.3635
TMUB2	1648.1977
SPTY2D1	372.9461
LOC284379	1.5285
LOC340508	0.0000
TKTL2	0.0000
PADI6	0.0000
ZNF329	340.8483
C1orf201	131.9577
SP8	0.0000
ST6GALNAC4	1842.8226
NPLOC4	3261.2406
PIK3IP1	574.7039
C16orf80	569.6090
CSTA	67.2526
POLR3C	733.1550
KIAA1715	302.1271
HLA-DOA	264.4249
SNORD59B	0.0000
C9orf3	109.9121
OSBPL11	128.9008
LAMP2	975.1624
ATP6V1A	1948.2868
C15orf48	38.7212
MAGEA3	1.5285
CCDC158	0.0000
GRM2	6.6234
RPL13A	29312.4443
LCA5	9.1708
TDRG1	1.5285
LOC642852	124.8249
GPR176	9.1708
SRA1	2423.1308
C1orf86	2179.4217
C3orf63	648.1518
SMPD1	1612.0239
VPS26A	595.0834
C1orf126	1.2941
F2RL1	242.5169
NPB	1.5285
OR10AD1	0.0000
ZNF585B	28.5314
SLC18A2	1.0190
DIO2	82.5373
HSPA8	26430.7731
GBE1	249.1402
OR5M3	0.0000
CD2	111.5781
PRSS53	42.7971
OR8I2	0.0000
TICAM1	963.4441
CPXM2	311.2979
ODZ4	122.2774
NXF1	1184.0530
CIZ1	1052.0953
CIDEA	412.6863
KIAA1751	1.5285
DYNLL2	1499.4268
TLE3	3914.9153
CCNJ	66.7431
BLOC1S2	590.4980
LOC100009676	229.2651
SNORA40	0.0000
DNAH9	4.0759
NDUFAF3	3225.5764
GRM5	0.0000
WNT11	61.1387
TRA2A	881.4164
ZUFSP	78.4613
TPM2	4115.6541
ISM2	0.0000
MED20	394.3447
FAM83A	0.5095
DNA2	36.6832
ELAC1	138.5811
SYT8	0.0000
CST1	311.8074
GRK1	0.0000
ZNF295	115.6541
ZBTB40	317.9213
RHBDD2	2660.0433
HDAC7	1846.8985
CCDC93	171.6979
PSMB8	4798.8791
CFH	426.4425
PI4KB	2346.7074
RGMA	36.1737
SNAR-B2	0.0000
TUBA8	67.7621
SNORD76	0.0000
SPRY3	18.3416
TTBK2	5.6044
FLJ43860	0.0000
RAB28	130.9387
ST18	0.0000
C1orf89	99.8599
COMT	4810.5974
DKFZp686A1627	0.5095
LOC91316	79.2409
TTC39C	1294.6122
SLC35C2	2382.8812
PHF11	402.4965
NCRNA00114	0.0000
FAM59A	9.1708
RBP1	2146.4782
AK7	1.0190
YTHDF2	1223.7931
ZNF701	69.2905
SIX5	1034.2632
CPSF4	909.4383
MPO	0.0000
CHODL	5.0949
RPSAP52	2.0380
MAGEE1	64.7051
CCDC101	999.6179
ANP32E	1491.7845
NCRNA00111	0.0000
SH2B3	305.1841
RPL23P8	384.6644
SLC25A41	1.0190
REEP6	953.7639
FAM18B	129.9198
C15orf39	887.5303
SRRM4	1.5285
NAA15	526.3024
